"","Lp","Age","Gender","School","Class","Living","KWS_1","KWS_2","KWS_3","KWS_4","KWS_5","KWS_6","KWS_7","KWS_8","KWS_9","KWS_10","KWS_11","KWS_12","KWS_13","KWS_14","KWS_15","KWS_16","KWS_17","KWS_18","KWS_19","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","ChFQ_1","ChFQ_2","ChFQ_3","ChFQ_4","ChFQ_5","ChFQ_6","ChFQ_7","ChFQ_8","ChFQ_9","ChFQ_10","ChFQ_11","KMN_1","KMN_2","KMN_3","KMN_4","KMN_5","KMN_6","KMN_7","KMN_8","KMN_9","KMN_10","KMN_11","KMN_12","KMN_13","KMN_14","KMN_15","KMN_16","KMN_17","KMN_18","KMN_19","KMN_20","KMN_21","KMN_22","KMN_23","KMN_24","KMN_25","KMN_26","KMN_27","KMN_28","KMN_29","KMN_30","FRAS_1","FRAS_2","FRAS_3","FRAS_4","FRAS_5","FRAS_6","FRAS_7","FRAS_8","FRAS_9","FRAS_10","FRAS_11","FRAS_12","FRAS_13","FRAS_14","FRAS_15","FRAS_16","FRAS_17","FRAS_18","FRAS_19","FRAS_20","FRAS_21","FRAS_22","FRAS_23","FRAS_24","FRAS_25","FRAS_26","FRAS_27","FRAS_28","FRAS_29","FRAS_30","FRAS_31","FRAS_32","FRAS_33","FRAS_34","FRAS_35","FRAS_36","FRAS_37","FRAS_38","FRAS_39","FRAS_40","FRAS_41","FRAS_42","FRAS_43","FRAS_44","FRAS_45","FRAS_46","FRAS_47","FRAS_48","FRAS_49","FRAS_50","FRAS_51","FRAS_52","FRAS_53","FRAS_54","JiMSz_1","JiMSz_2","JiMSz_3","JiMSz_4","JiMSz_5","JiMSz_6","JiMSz_7","JiMSz_8","JiMSz_9","JiMSz_10","JiMSz_11","JiMSz_12","JiMSz_13","JiMSz_14","JiMSz_15","JiMSz_16","JiMSz_17","JiMSz_18","JiMSz_19","JiMSz_20","JiMSz_21","JiMSz_22","JiMSz_23","JiMSz_24","JiMSz_25","JiMSz_26","JiMSz_27","JiMSz_28","JiMSz_29","JiMSz_30","JiMSz_31","JiMSz_32","JiMSz_33","JiMSz_34","JiMSz_35","JiMSz_36","JiMSz_37","JiMSz_38","JiMSz_39","JiMSz_40","JiMSz_41","JiMSz_42","JiMSz_43","JiMSz_44","JiMSz_45","JiMSz_46","JiMSz_47","JiMSz_48","JiMSz_49","JiMSz_50","JiMSz_51","JiMSz_52","JiMSz_53","JiMSz_54","JiMSz_55","JiMSz_56","JiMSz_57","JiMSz_58","JiMSz_59","JiMSz_60","JiMSz_61","JiMSz_62","JiMSz_63","JiMSz_64","JiMSz_65","JiMSz_66","JiMSz_67","JiMSz_68","JiMSz_69","JiMSz_70","JiMSz_71","JiMSz_72","JiMSz_73","KWS_6R","KWS_14R","ChFQ_1P","ChFQ_2P","ChFQ_3P","ChFQ_4P","ChFQ_5P","ChFQ_6P","ChFQ_7P","ChFQ_8P","ChFQ_9P","ChFQ_10P","ChFQ_11P","FRAS_33R","FRAS_37R","FRAS_45R","FRAS_50R","JiMSz_3R","JiMSz_4R","JiMSz_14R","JiMSz_18R","JiMSz_23R","JiMSz_28R","JiMSz_30R","JiMSz_34R","JiMSz_36R","JiMSz_38R","JiMSz_40R","JiMSz_44R","JiMSz_45R","JiMSz_49R","JiMSz_57R","JiMSz_58R","JiMSz_59R","JiMSz_61R","JiMSz_66R","JiMSz_70R","JiMSz_72R","KWS_SS","KWS_WOD","KWS_JZ","KWS_W","KWS_CYN","KWS_OG","DASS_D","DASS_L","DASS_S","ChFQ_P","ChFQ_M","KMN_ZEW","KMN_INT","KMN_ID","KMN_WEW","KMN_A","FRAS_FCPS","FRAS_USER","FRAS_MPO","FRAS_FC","FRAS_FS","FRAS_AMMA","JiMSz_L","JiMSz_M","JiMSz_K"
"74",74,17,"M","L",4,"R",1,5,2,4,5,1,2,3,4,5,4,2,3,3,4,4,4,3,4,2,0,3,2,3,2,0,1,2,2,0,2,3,0,2,3,3,2,3,1,3,4,4,4,4,4,2,2,3,4,3,2,5,2,3,1,4,1,1,5,2,2,2,3,5,2,2,3,5,1,5,1,4,2,5,3,2,3,2,1,5,4,3,3,1,4,1,2,1,3,2,1,1,1,2,2,1,1,1,1,1,3,2,3,1,2,3,1,2,1,1,2,3,3,4,2,1,3,4,3,3,2,1,1,3,1,4,3,2,1,2,2,3,1,1,2,0,2,0,0,0,0,1,0,0,0,2,0,2,2,2,0,0,2,0,0,2,1,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,2,0,2,2,0,2,0,2,0,0,2,2,0,2,0,5,3,3,3,3,3,3,1,1,2,3,2,1,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,21,10,19,9,57,40,20,18,17,8,20,17,15,11,23,45,19,15,11,4,6,39,7,4
"75",75,17,"M","L",4,"R",3,3,2,2,4,3,4,4,3,4,2,4,4,4,4,3,4,2,2,1,2,1,0,2,1,1,2,2,1,1,1,1,1,0,0,0,1,0,0,1,3,3,3,3,3,2,2,3,2,2,3,2,3,2,3,4,4,3,2,4,4,3,4,2,4,4,2,1,4,3,3,2,2,1,2,4,2,4,4,1,1,3,3,3,2,4,3,3,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,1,3,1,2,3,3,3,3,2,3,2,3,3,0,1,0,0,0,0,2,0,1,1,2,0,2,2,0,1,0,1,0,0,1,2,2,2,1,2,1,2,2,2,2,2,1,2,0,2,1,2,0,0,1,1,0,2,2,0,0,1,0,2,1,0,2,1,2,0,0,0,2,2,2,2,0,1,1,0,1,0,0,2,1,2,2,3,2,2,2,2,2,2,1,1,2,1,1,2,3,3,3,3,2,2,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,9,17,14,11,8,45,12,10,16,12,6,7,16,27,26,8,78,23,18,18,5,9,35,19,7
"76",76,17,"M","L",4,"R",4,3,4,4,4,3,2,1,2,3,2,4,2,3,4,3,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,3,2,2,2,2,2,2,3,2,1,4,4,1,4,4,1,4,1,4,4,2,1,4,4,1,1,1,3,1,2,1,4,1,4,1,4,1,1,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,0,0,2,0,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,0,0,0,1,2,0,2,0,1,0,0,2,0,2,2,2,2,0,2,0,0,2,2,0,0,2,3,3,1,2,2,2,1,1,1,1,1,1,2,2,2,3,3,2,0,2,2,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,2,9,14,14,12,5,40,2,0,6,10,5,5,26,7,27,6,75,20,18,16,8,8,15,39,1
"77",77,17,"M","L",4,"R",4,4,2,1,4,1,4,2,1,3,1,5,5,4,5,3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,2,3,1,3,3,2,2,2,2,2,3,5,2,3,2,1,3,3,2,4,1,1,2,3,2,2,2,5,1,1,3,3,1,1,5,1,3,1,1,2,3,4,3,3,4,3,4,3,3,4,2,1,4,4,4,3,4,3,3,4,4,4,3,4,3,3,3,3,3,4,3,4,1,3,1,4,2,3,3,3,3,1,2,1,1,3,4,4,3,2,4,3,4,4,0,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,2,2,0,2,2,0,2,0,2,2,2,0,2,0,2,0,2,0,0,0,2,0,2,0,2,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,1,0,2,2,0,0,2,2,0,0,1,5,2,2,1,2,0,2,2,1,1,1,1,1,4,3,4,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,2,7,17,16,10,5,39,6,0,6,10,4,5,13,27,11,13,92,23,23,22,4,10,19,18,4
"78",78,18,"I","L",4,"R",1,5,1,4,5,2,4,4,5,4,3,3,5,2,3,4,5,2,2,1,0,0,0,3,2,0,2,2,0,1,1,1,3,1,0,0,3,0,2,0,3,3,4,3,4,2,3,3,2,2,3,5,4,1,1,3,1,3,5,1,3,1,1,4,3,1,4,5,3,4,1,5,3,1,3,3,4,3,1,4,4,2,4,4,3,4,3,4,3,3,3,4,1,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,1,3,1,3,2,4,4,3,4,1,4,1,1,4,4,4,3,1,4,3,3,4,0,2,0,0,2,2,1,0,0,1,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,1,2,1,2,2,0,2,2,2,2,2,2,0,0,1,1,0,0,2,2,2,0,2,0,0,2,2,2,2,0,0,0,0,2,2,2,2,1,2,0,2,0,0,2,2,0,1,0,4,4,2,2,3,2,3,1,2,2,1,1,2,4,3,4,4,2,2,0,2,0,1,0,0,0,2,1,0,0,2,2,2,0,0,0,0,1,9,24,11,15,9,57,8,10,26,15,6,13,19,22,7,24,94,31,21,23,4,11,41,26,8
"79",79,17,"M","L",4,"R",1,2,2,2,4,3,2,3,2,3,3,3,2,2,3,4,1,2,2,1,0,0,1,2,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,3,3,4,3,3,3,3,2,2,2,2,2,4,3,4,4,4,3,2,4,4,3,4,3,4,4,2,1,4,3,3,2,2,1,2,4,3,4,3,3,2,3,3,3,2,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,3,2,3,3,3,3,1,3,1,2,3,3,3,3,2,3,3,3,4,0,0,0,0,0,2,2,0,1,1,2,1,2,0,1,1,0,0,0,0,2,0,2,2,0,0,2,1,1,2,1,2,1,2,0,0,0,2,0,1,1,1,2,1,2,0,0,1,1,2,2,2,1,1,1,0,0,0,2,2,1,0,2,0,0,2,1,0,0,2,2,0,1,3,4,2,2,3,2,2,2,2,1,1,1,1,4,3,3,3,2,2,2,2,0,1,0,0,2,0,1,1,0,1,2,2,0,1,0,0,2,6,14,10,14,4,38,8,6,10,15,4,10,18,28,26,9,81,23,18,19,5,8,25,31,10
"80",80,17,"M","L",4,"R",1,4,1,3,5,3,4,3,4,4,2,3,3,2,3,4,1,2,2,0,2,0,0,2,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,3,4,3,4,2,2,3,4,2,3,1,3,2,2,2,2,2,4,1,2,3,2,3,2,2,3,5,2,4,1,4,2,3,3,2,3,2,1,4,3,2,3,2,4,3,2,3,3,2,1,2,2,3,3,3,2,2,2,3,3,3,2,1,3,3,3,2,2,3,2,3,4,3,3,3,3,4,3,2,3,3,1,3,1,3,3,1,1,2,3,3,3,2,3,0,2,0,2,0,0,1,0,0,2,2,0,2,2,0,0,0,2,0,0,0,2,2,2,2,0,1,2,0,2,2,0,2,2,2,2,0,2,0,2,0,0,0,2,0,2,0,0,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,3,4,2,2,3,2,3,1,1,2,3,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,7,20,11,13,5,45,10,4,8,14,8,14,18,15,11,17,65,22,17,11,7,9,26,10,4
"81",81,17,"M","L",4,"R",5,4,3,2,2,2,4,5,2,4,4,2,4,2,3,2,1,2,2,3,0,1,0,2,1,1,1,0,0,0,2,0,2,0,1,0,3,1,0,0,3,3,3,2,2,2,3,3,4,4,3,3,5,4,4,3,3,5,2,3,3,4,3,4,4,3,5,3,4,1,3,1,5,1,5,4,4,4,3,2,1,4,3,3,1,3,1,3,3,3,3,2,1,4,4,4,3,3,3,3,3,3,3,1,3,2,3,2,2,3,3,3,3,1,3,3,4,3,3,3,3,2,2,3,2,2,3,3,3,3,2,4,3,2,4,2,2,0,0,0,2,2,2,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0,0,2,0,0,2,2,0,0,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,0,0,2,0,2,0,2,2,0,0,2,0,2,2,2,0,2,4,4,2,2,2,1,1,1,2,2,3,3,2,4,2,3,3,2,2,0,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,2,0,2,12,14,12,16,5,47,8,4,24,11,10,8,32,27,22,10,76,23,21,18,8,7,42,44,8
"82",82,17,"M","L",4,"R",2,4,2,3,5,1,2,3,5,3,4,2,5,4,3,5,3,1,2,1,0,1,0,2,3,1,2,3,1,2,1,2,3,1,0,2,2,0,2,1,4,3,4,2,3,2,1,2,2,3,2,2,5,3,4,2,4,5,4,4,5,3,3,2,3,4,2,1,5,2,1,1,2,2,4,5,4,5,2,5,1,3,3,2,3,3,2,4,3,3,3,2,1,4,3,4,2,4,3,2,3,3,3,1,3,2,3,1,3,1,3,4,3,3,2,1,3,3,4,3,3,3,1,3,1,3,3,2,3,3,2,3,2,3,4,0,2,2,0,2,1,1,2,0,0,2,0,2,2,0,1,0,1,2,2,2,0,2,2,0,0,2,2,2,2,0,2,2,2,1,2,0,2,0,0,0,2,2,2,2,0,2,2,2,2,0,0,2,2,2,0,0,0,2,2,2,2,1,2,0,2,2,0,2,2,2,0,2,5,2,3,2,3,1,2,1,0,1,1,2,1,2,2,2,3,0,2,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,8,24,9,14,6,52,18,14,28,12,5,11,23,30,22,9,75,24,18,14,4,8,45,23,4
"83",83,19,"M","L",4,"R",4,5,5,2,3,5,5,2,1,4,4,4,2,4,5,3,2,2,3,1,1,0,0,3,2,0,2,1,0,1,2,2,2,0,0,1,2,1,1,0,3,2,2,3,2,2,2,2,2,2,1,2,4,5,4,4,1,5,1,3,5,4,4,5,4,3,4,1,4,5,1,2,5,3,5,4,5,5,2,4,1,3,3,4,4,3,2,2,3,3,3,3,1,3,3,3,2,4,2,4,4,3,4,2,4,3,3,3,2,4,4,3,4,3,4,2,4,2,3,4,2,4,1,3,1,2,4,4,3,4,2,4,1,3,4,2,2,0,2,1,2,0,2,1,0,2,0,2,1,2,2,0,0,2,1,0,1,1,2,2,2,2,2,0,2,1,2,2,1,0,2,0,1,0,1,1,2,1,1,2,0,2,2,1,2,1,0,1,2,2,1,1,0,2,0,2,2,2,0,2,2,2,1,2,2,1,0,2,1,2,2,1,1,2,1,1,1,1,1,1,0,2,3,3,3,2,0,1,2,1,0,0,1,0,1,1,1,0,1,1,2,0,0,0,0,2,8,14,19,12,6,40,12,8,24,9,3,17,33,30,18,7,80,28,22,18,5,11,39,39,1
"84",84,16,"K","L",3,"R",4,5,2,5,5,3,2,5,5,5,5,2,5,2,3,5,5,3,4,3,2,2,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,4,4,3,4,3,3,4,4,4,2,5,1,2,1,1,2,3,3,1,1,2,1,5,3,1,4,4,1,4,2,5,4,5,4,1,3,1,1,4,4,4,3,3,4,3,4,4,3,3,3,1,3,3,4,3,2,4,3,3,4,4,3,3,3,4,3,3,4,3,3,4,2,1,3,3,3,2,3,3,4,3,3,2,3,1,4,4,3,4,2,4,3,4,4,0,2,0,0,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,0,2,0,2,2,2,2,1,1,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,2,3,4,2,3,3,2,3,2,2,3,3,3,1,4,3,4,3,2,2,0,0,0,1,0,2,0,2,0,2,0,0,2,2,0,0,0,0,0,14,25,9,19,10,68,38,36,38,17,10,18,22,9,9,21,92,22,20,21,12,10,54,25,9
"85",85,15,"M","L",1,"R",4,4,2,4,4,2,1,3,3,3,5,1,3,1,1,5,4,4,4,3,1,2,3,3,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,3,3,3,4,4,4,4,3,3,2,2,2,3,3,4,2,4,1,2,3,1,4,1,2,3,4,1,3,1,4,2,1,1,3,2,4,3,4,4,1,2,1,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,3,2,3,1,3,3,3,3,2,3,2,1,3,4,4,3,2,3,3,3,4,0,2,0,0,2,0,2,0,0,0,2,0,2,2,2,2,0,0,2,0,0,2,0,2,0,2,0,0,2,2,0,0,2,0,2,2,2,0,2,2,0,2,2,0,2,2,0,2,0,2,0,2,2,2,2,0,0,0,2,0,0,2,0,2,0,2,2,0,2,2,2,0,0,4,5,2,2,3,3,3,3,2,2,1,1,1,4,4,4,3,2,2,0,2,2,2,0,2,0,2,0,2,0,2,2,2,0,2,0,0,2,11,19,5,22,7,59,36,32,38,18,5,9,21,26,9,9,82,23,18,22,8,9,52,30,4
"86",86,15,"M","L",1,"R",2,3,3,4,2,3,3,2,3,3,2,3,3,3,4,3,3,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,2,3,1,3,2,3,2,3,3,3,3,3,2,1,3,3,4,2,3,3,4,3,3,3,3,2,4,4,4,2,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,1,4,2,3,4,3,3,3,3,2,3,2,1,3,4,4,3,1,3,3,2,4,0,1,0,0,1,2,1,0,1,1,2,1,1,0,0,1,0,1,0,0,2,0,0,1,1,0,1,1,1,2,1,1,1,1,0,2,0,0,0,1,0,2,0,1,0,2,0,0,1,0,1,1,1,2,0,0,1,0,2,1,1,0,1,1,0,1,0,1,1,2,0,1,0,3,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,4,2,2,2,1,2,1,0,1,0,2,1,1,2,1,1,2,0,1,1,0,1,8,14,13,12,6,40,2,4,8,7,5,7,21,21,21,9,87,24,20,20,8,9,16,33,10
"87",87,15,"M","L",1,"R",4,2,2,2,2,3,4,4,2,4,2,4,2,3,4,2,4,2,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,3,4,3,4,5,2,4,3,1,4,2,2,3,4,2,4,3,2,3,2,4,4,2,2,4,1,4,4,4,3,2,4,2,3,4,3,2,3,2,2,2,3,2,1,1,3,3,3,3,2,3,3,4,4,3,1,3,2,2,3,3,4,2,2,3,2,2,1,3,3,3,3,3,2,1,3,1,2,3,3,2,1,2,3,3,2,4,0,2,0,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,0,2,0,2,2,2,2,2,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,2,0,0,2,2,0,0,2,3,3,1,1,1,1,0,1,1,1,2,3,2,3,2,3,3,2,0,2,2,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,10,10,14,11,8,39,12,10,14,6,8,13,25,25,15,12,71,19,18,18,4,8,24,26,2
"88",88,15,"M","L",1,"R",4,4,2,5,3,2,2,3,3,3,3,2,3,4,3,3,4,3,3,1,0,1,0,3,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0,0,3,3,3,4,2,2,3,1,1,3,3,4,5,5,3,3,2,4,3,3,4,5,2,4,4,2,4,2,3,4,3,2,3,3,5,3,4,5,3,3,3,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,0,2,0,2,1,0,2,2,0,0,0,2,2,2,2,2,0,0,2,0,2,0,2,2,2,1,2,2,2,0,2,2,2,2,0,0,2,2,2,0,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2,0,0,2,2,0,0,2,4,2,2,2,2,3,1,1,2,0,0,2,2,3,3,3,3,2,0,0,2,0,0,2,0,2,0,2,0,0,0,2,2,0,0,0,0,2,12,16,9,15,7,50,16,4,4,13,4,14,30,27,18,14,55,15,12,16,10,8,45,33,6
"89",89,15,"K","L",1,"R",2,5,1,5,5,2,3,5,4,3,4,3,5,3,2,5,5,4,3,2,1,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,3,4,3,3,3,2,3,3,4,4,3,5,3,3,3,5,2,3,3,2,5,3,3,4,5,2,3,3,5,3,1,1,3,5,5,5,3,5,1,2,3,2,3,3,4,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,4,3,1,2,1,3,2,3,2,3,2,2,3,3,3,3,2,3,2,2,3,1,3,3,3,2,3,2,3,2,3,2,0,2,1,0,2,1,1,1,0,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,0,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,0,1,1,1,2,2,2,1,2,0,1,2,0,2,2,2,1,2,4,3,2,3,2,2,2,1,2,2,3,3,2,3,2,2,3,1,2,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,12,24,9,18,8,62,32,24,34,14,10,14,23,33,14,15,56,19,14,16,8,9,60,25,9
"90",90,15,"M","L",1,"R",4,4,4,2,1,3,4,1,2,2,1,5,2,5,4,2,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,2,1,2,2,3,2,2,2,1,2,2,4,5,4,4,5,5,2,4,4,5,4,4,4,5,5,2,4,3,3,2,5,1,4,4,5,4,4,3,1,2,3,4,2,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,2,3,2,3,3,3,3,1,3,4,3,2,3,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,4,2,2,2,0,0,2,2,0,2,2,2,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,0,0,2,2,2,2,2,2,2,2,0,0,2,0,2,0,0,2,0,2,2,2,2,2,2,0,2,0,0,2,2,0,0,2,3,1,1,1,0,1,1,2,1,1,1,0,1,4,3,3,3,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,7,11,17,8,6,32,4,4,4,7,3,11,34,28,29,9,84,25,20,19,12,9,30,40,4
"91",91,15,"K","L",1,"R",5,5,2,5,5,3,2,5,4,3,2,3,5,4,3,5,5,2,2,3,2,2,0,1,2,2,2,2,2,3,1,3,1,2,1,3,2,2,3,3,4,3,4,2,4,2,3,3,4,3,3,3,3,3,3,3,3,4,3,1,3,3,3,1,3,1,1,3,3,3,1,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,0,1,0,0,1,1,2,0,0,1,2,0,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,0,2,0,2,2,0,2,2,2,1,2,3,2,3,2,3,1,3,1,2,2,3,2,2,3,3,3,3,2,2,0,1,1,1,0,1,0,1,0,0,1,0,2,2,1,0,0,0,1,15,24,10,11,8,58,30,26,28,15,9,8,20,21,15,14,73,22,15,18,10,9,53,28,10
"92",92,15,"M","L",1,"R",1,3,2,2,2,4,3,5,3,3,2,4,4,4,3,2,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,2,2,2,4,2,2,5,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,2,3,2,2,3,4,2,2,2,2,4,4,2,3,3,3,3,3,3,2,3,2,3,4,2,1,3,3,2,3,1,3,2,4,3,3,4,1,2,3,2,2,3,4,4,3,3,3,3,3,2,2,3,4,2,2,2,2,2,2,2,2,3,2,3,3,3,3,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,2,0,2,0,2,2,2,0,2,0,1,1,0,2,2,2,2,0,1,2,0,2,1,2,1,0,1,0,2,2,1,0,2,1,2,2,0,2,1,0,2,2,2,0,2,2,2,3,2,2,2,1,1,1,3,1,1,2,3,3,3,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,8,14,12,10,8,40,2,0,2,13,6,8,20,21,22,15,73,21,18,16,8,9,26,14,6
"93",93,15,"M","L",1,"R",3,5,3,4,5,5,3,3,4,3,2,3,4,4,3,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,4,3,3,2,3,2,1,3,2,3,3,3,4,4,5,4,3,4,3,2,5,5,3,4,5,3,4,2,5,3,1,3,5,3,4,5,4,5,1,3,1,3,3,3,2,3,3,2,3,2,1,3,3,2,3,2,1,2,2,3,3,1,2,2,2,2,2,2,2,2,3,3,3,2,2,4,1,3,3,3,3,2,3,2,3,3,2,2,2,2,3,2,1,2,3,0,2,1,0,1,1,2,1,2,2,2,0,2,1,2,1,1,1,0,1,2,0,1,2,1,1,1,2,2,2,1,1,2,2,1,2,0,2,1,2,1,1,2,1,1,0,1,1,1,0,2,2,2,2,0,1,0,0,2,1,1,2,0,2,0,1,0,0,0,2,0,1,2,1,2,3,2,2,1,2,1,0,2,1,2,2,3,2,2,2,1,2,1,1,1,0,0,0,0,0,0,1,1,1,2,2,0,1,1,0,1,10,22,12,8,6,46,8,0,8,11,7,13,30,33,18,12,59,22,10,14,13,8,35,27,10
"94",94,15,"N","L",1,"R",4,5,2,4,4,2,3,3,3,3,2,2,4,4,3,3,4,2,1,1,1,0,0,2,0,1,1,1,1,0,0,1,1,0,0,0,0,2,0,0,4,3,3,3,2,2,2,3,4,2,3,1,4,3,5,4,5,4,1,4,4,3,4,3,4,5,3,1,3,1,2,1,3,1,2,4,2,4,4,1,1,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,4,1,3,3,3,2,3,3,3,3,3,3,1,1,3,3,3,3,2,3,3,3,3,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0,0,1,0,0,0,1,1,2,1,1,2,1,1,2,1,2,0,1,1,1,1,2,1,1,1,1,0,1,2,2,2,1,1,0,2,0,1,0,2,0,0,0,2,1,1,1,1,1,0,1,2,0,1,2,0,1,1,4,2,3,2,2,2,1,1,1,2,3,1,2,4,3,4,3,2,0,2,1,1,1,0,1,1,0,1,1,0,1,2,2,0,1,1,0,1,11,19,10,11,7,48,8,10,6,12,8,6,20,27,29,5,86,26,20,20,10,9,32,25,5
